Date,RM,RMF,Sec. cla fan,Raw mill-Aux,Total,Day,Month,Year,AVERAGE,CM,CMF,Coal mill-Aux,Total,Day,Month,Year,AVERAGE,IDF,BHF,MD,Cooler fans Clinker Tr.,Kiln-1-Aux,Total,DAY,MONTH,YEAR,AVERAGE,ZM,ZMF,Cement Mill-1-Aux,Total,DAY,MONTH,YEAR,AVERAGE
24-09-2021,1141,1495,395,456,3487,24,9,2021,871.75,185,463,109,757,20,5,1902,252.3333333,1221,422,245,843,714,3445,8,9,1900,574.1666667,2246,871,468,3585,27,7,1901,896.25
25-09-2021,1143,1528,387,424,3482,25,9,2021,870.5,189,457,103,749,19,5,1902,249.6666667,1218,375,249,847,730,3419,5,9,1900,569.8333333,2449,885,459,3793,22,7,1901,948.25
26-09-2021,1135,1551,420,443,3549,26,9,2021,887.25,178,462,106,746,5,6,1902,248.6666667,1210,393,242,834,718,3397,4,9,1900,566.1666667,2233,784,412,3429,19,7,1901,857.25
27-09-2021,1138,1532,410,414,3494,27,9,2021,873.5,155,469,111,735,22,5,1902,245,1202,407,199,794,740,3342,1,9,1900,557,2231,785,421,3437,10,7,1901,859.25
28-09-2021,1153,1513,391,409,3466,28,9,2021,866.5,170,474,114,758,15,5,1902,252.6666667,1208,358,186,825,732,3309,8,9,1900,551.5,2278,854,447,3579,4,7,1901,894.75
29-09-2021,1131,1546,403,418,3498,29,9,2021,874.5,169,445,108,722,23,5,1902,240.6666667,1214,404,192,804,731,3345,27,8,1900,557.5,2265,818,373,3456,10,7,1901,864
30-09-2021,1138,1530,371,417,3456,30,9,2021,864,159,453,110,722,13,5,1902,240.6666667,1103,380,180,767,715,3145,27,8,1900,524.1666667,2171,817,435,3423,7,6,1901,855.75
01-10-2021,1147,1524,391,416,3478,1,10,2021,869.5,135,453,112,700,18,5,1902,233.3333333,1018,393,194,765,725,3095,20,8,1900,515.8333333,2315,792,470,3577,29,5,1901,894.25
02-10-2021,1136,1550,406,420,3512,2,10,2021,878,154,441,115,710,27,5,1902,236.6666667,1024,360,185,771,714,3054,23,8,1900,509,2357,723,430,3510,23,5,1901,877.5
03-10-2021,1138,1509,383,407,3437,3,10,2021,859.25,127,447,118,692,8,5,1902,230.6666667,1042,345,223,771,722,3103,17,8,1900,517.1666667,0,0,0,0,31,5,1901,0
04-10-2021,1116,1274,358,390,3138,4,10,2021,784.5,158,430,106,694,22,2,1902,231.3333333,975,334,202,764,757,3032,18,8,1900,505.3333333,0,0,0,0,19,5,1901,0
05-10-2021,1109,1237,354,390,3090,5,10,2021,772.5,129,402,116,647,10,2,1902,215.6666667,1010,363,234,738,774,3119,2,8,1900,519.8333333,0,0,0,0,2,6,1901,0
06-10-2021,1106,1290,359,393,3148,6,10,2021,787,148,426,106,680,25,2,1902,226.6666667,1095,368,257,742,784,3246,13,8,1900,541,2265,829,469,3563,24,6,1901,890.75
07-10-2021,1126,1468,370,406,3370,7,10,2021,842.5,143,395,106,644,21,4,1902,214.6666667,1195,403,259,763,777,3397,1,8,1900,566.1666667,2289,740,441,3470,19,7,1901,867.5
08-10-2021,1128,1560,441,719,3848,8,10,2021,962,137,412,113,662,19,8,1902,220.6666667,1235,437,254,921,1056,3903,7,8,1900,650.5,0,0,0,0,11,10,1901,0
09-10-2021,0,0,0,0,0,9,10,2021,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2102,861,496,3459,0,1,1900,864.75
10-10-2021,0,0,0,0,0,10,10,2021,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2278,784,487,3549,0,1,1900,887.25
11-10-2021,0,0,0,0,0,11,10,2021,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2227,943,553,3723,0,1,1900,930.75
12-10-2021,0,0,0,0,0,12,10,2021,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2287,801,464,3552,0,1,1900,888
13-10-2021,0,0,0,0,0,13,10,2021,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2166,828,469,3463,0,1,1900,865.75
14-10-2021,0,0,0,0,0,14,10,2021,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2395,789,454,3638,0,1,1900,909.5
15-10-2021,0,0,0,0,0,15,10,2021,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2284,813,542,3639,0,1,1900,909.75
16-10-2021,0,0,0,0,0,16,10,2021,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2360,783,514,3657,0,1,1900,914.25
17-10-2021,0,0,0,0,0,17,10,2021,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2366,765,538,3669,0,1,1900,917.25
18-10-2021,0,0,0,0,0,18,10,2021,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2427,770,520,3717,0,1,1900,929.25
19-10-2021,0,0,0,0,0,19,10,2021,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2556,813,543,3912,0,1,1900,978
20-10-2021,0,0,0,0,0,20,10,2021,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2343,816,478,3637,0,1,1900,909.25
21-10-2021,0,0,0,0,0,21,10,2021,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2495,793,455,3743,0,1,1900,935.75
22-10-2021,0,0,0,0,0,22,10,2021,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2453,803,516,3772,0,1,1900,943
23-10-2021,0,0,0,0,0,23,10,2021,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2360,821,561,3742,0,1,1900,935.5
24-10-2021,0,0,0,0,0,24,10,2021,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2457,811,539,3807,0,1,1900,951.75
25-10-2021,0,0,0,0,0,25,10,2021,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2484,813,536,3833,0,1,1900,958.25
26-10-2021,0,0,0,0,0,26,10,2021,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,1,1900,0
27-10-2021,0,0,0,0,0,27,10,2021,0,64,380,85,529,0,1,1900,176.3333333,0,0,0,0,0,0,24,6,1900,0,2423,817,485,3725,0,1,1900,931.25
28-10-2021,1142,1666,455,549,3812,28,10,2021,953,177,367,74,618,10,8,1902,206,1057,440,178,804,1050,3529,24,7,1900,588.1666667,2279,833,510,3622,10,8,1901,905.5
29-10-2021,1136,1642,384,447,3609,29,10,2021,902.25,146,386,100,632,20,6,1902,210.6666667,1196,481,216,769,701,3363,28,7,1900,560.5,2314,763,442,3519,13,7,1901,879.75
30-10-2021,1133,1598,353,427,3511,30,10,2021,877.75,149,388,96,633,26,5,1902,211,1175,464,247,746,698,3330,29,7,1900,555,2417,771,441,3629,8,7,1901,907.25
31-10-2021,1112,1633,381,442,3568,31,10,2021,892,151,391,101,643,10,6,1902,214.3333333,1157,503,225,764,698,3347,1,8,1900,557.8333333,2398,770,444,3612,10,7,1901,903
01-11-2021,1102,1777,428,556,3863,1,11,2021,965.75,155,405,108,668,22,8,1902,222.6666667,1173,477,219,766,692,3327,9,8,1900,554.5,2296,831,541,3668,7,7,1901,917
02-11-2021,1119,1666,385,473,3643,2,11,2021,910.75,155,407,107,669,28,6,1902,223,1147,438,215,802,748,3350,10,8,1900,558.3333333,0,0,0,0,11,7,1901,0
03-11-2021,1116,1604,372,438,3530,3,11,2021,882.5,146,412,104,662,31,5,1902,220.6666667,1182,511,223,774,719,3409,7,8,1900,568.1666667,2082,852,470,3404,21,7,1901,851
04-11-2021,1105,1647,395,479,3626,4,11,2021,906.5,121,415,101,637,24,6,1902,212.3333333,1213,470,236,757,695,3371,30,7,1900,561.8333333,2330,840,456,3626,14,7,1901,906.5
05-11-2021,1136,1611,382,467,3596,5,11,2021,899,124,412,92,628,17,6,1902,209.3333333,1178,484,216,764,711,3353,27,7,1900,558.8333333,2443,988,983,4414,11,7,1901,1103.5
06-11-2021,1126,1616,404,474,3620,6,11,2021,905,139,401,101,641,23,6,1902,213.6666667,1139,488,236,748,696,3307,31,7,1900,551.1666667,2203,927,511,3641,4,7,1901,910.25
07-11-2021,1131,1600,367,421,3519,7,11,2021,879.75,119,397,108,624,28,5,1902,208,1144,435,211,741,705,3236,26,7,1900,539.3333333,2395,799,446,3640,22,6,1901,910
08-11-2021,1109,1597,368,462,3536,8,11,2021,884,160,390,104,654,2,6,1902,218,1126,498,218,729,692,3263,5,8,1900,543.8333333,0,0,0,0,26,6,1901,0
09-11-2021,1127,1598,340,435,3500,9,11,2021,875,141,394,95,630,24,5,1902,210,1092,468,210,757,683,3210,28,7,1900,535,0,0,0,0,18,6,1901,0
10-11-2021,1146,1605,349,427,3527,10,11,2021,881.75,224,380,93,697,30,5,1902,232.3333333,1128,481,225,763,681,3278,19,8,1900,546.3333333,0,0,0,0,29,6,1901,0
11-11-2021,1123,1587,368,431,3509,11,11,2021,877.25,179,391,80,650,26,5,1902,216.6666667,1252,492,210,780,682,3416,3,8,1900,569.3333333,0,0,0,0,22,7,1901,0
12-11-2021,1133,1581,326,438,3478,12,11,2021,869.5,199,407,95,701,18,5,1902,233.6666667,1290,486,216,776,694,3462,20,8,1900,577,2216,1006,590,3812,30,7,1901,953
13-11-2021,1129,1632,304,450,3515,13,11,2021,878.75,221,380,105,706,27,5,1902,235.3333333,1282,516,198,769,675,3440,22,8,1900,573.3333333,2266,906,558,3730,26,7,1901,932.5
14-11-2021,1111,1592,281,431,3415,14,11,2021,853.75,217,388,101,706,2,5,1902,235.3333333,1275,530,197,771,674,3447,22,8,1900,574.5,0,0,0,0,27,7,1901,0
15-11-2021,1111,1580,280,431,3402,15,11,2021,850.5,196,391,101,688,29,4,1902,229.3333333,1234,485,207,763,689,3378,16,8,1900,563,2452,848,539,3839,16,7,1901,959.75
16-11-2021,1109,1635,343,454,3541,16,11,2021,885.25,179,397,89,665,3,6,1902,221.6666667,1214,517,210,768,699,3408,8,8,1900,568,2348,901,579,3828,21,7,1901,957
17-11-2021,1124,1619,339,429,3511,17,11,2021,877.75,172,395,108,675,26,5,1902,225,1218,508,200,771,679,3376,12,8,1900,562.6666667,2413,779,464,3656,15,7,1901,914
18-11-2021,1107,1621,351,438,3517,18,11,2021,879.25,145,387,105,637,28,5,1902,212.3333333,1206,495,185,781,703,3370,30,7,1900,561.6666667,2293,754,456,3503,14,7,1901,875.75
19-11-2021,1127,1838,480,594,4039,19,11,2021,1009.75,150,397,100,647,5,10,1902,215.6666667,1137,502,177,788,669,3273,2,8,1900,545.5,2437,862,540,3839,28,6,1901,959.75
20-11-2021,1106,1602,357,442,3507,20,11,2021,876.75,143,389,98,630,25,5,1902,210,1106,453,176,799,682,3216,28,7,1900,536,2428,814,504,3746,19,6,1901,936.5
21-11-2021,1123,1608,326,476,3533,21,11,2021,883.25,128,386,106,620,1,6,1902,206.6666667,1097,466,177,816,729,3285,24,7,1900,547.5,2347,841,520,3708,30,6,1901,927
22-11-2021,1134,1624,326,512,3596,22,11,2021,899,152,388,106,646,17,6,1902,215.3333333,1251,512,188,802,740,3493,2,8,1900,582.1666667,2249,790,482,3521,4,8,1901,880.25
23-11-2021,1111,1665,360,540,3676,23,11,2021,919,152,430,115,697,7,7,1902,232.3333333,1213,483,171,808,712,3387,19,8,1900,564.5,2213,776,476,3465,17,7,1901,866.25
24-11-2021,1121,1603,319,465,3508,24,11,2021,877,162,420,104,686,26,5,1902,228.6666667,1176,470,182,800,734,3362,15,8,1900,560.3333333,2123,768,424,3315,13,7,1901,828.75
25-11-2021,1094,1594,359,530,3577,25,11,2021,894.25,147,409,105,661,12,6,1902,220.3333333,1135,475,168,792,735,3305,7,8,1900,550.8333333,2274,767,506,3547,3,7,1901,886.75
26-11-2021,1131,1642,351,512,3636,26,11,2021,909,159,417,102,678,27,6,1902,226,1101,461,198,784,725,3269,13,8,1900,544.8333333,2480,819,507,3806,27,6,1901,951.5
27-11-2021,1110,1590,314,467,3481,27,11,2021,870.25,148,409,104,661,19,5,1902,220.3333333,1134,445,194,788,725,3286,7,8,1900,547.6666667,2397,789,490,3676,30,6,1901,919
28-11-2021,1101,1553,301,463,3418,28,11,2021,854.5,150,422,112,684,3,5,1902,228,1169,460,215,786,737,3367,15,8,1900,561.1666667,2310,778,510,3598,14,7,1901,899.5
29-11-2021,1137,1652,326,513,3628,29,11,2021,907,180,409,106,695,25,6,1902,231.6666667,1162,485,196,784,723,3350,18,8,1900,558.3333333,2349,807,578,3734,11,7,1901,933.5
30-11-2021,1133,1615,332,472,3552,30,11,2021,888,190,422,101,713,6,6,1902,237.6666667,1126,478,201,803,738,3346,24,8,1900,557.6666667,2177,765,465,3407,10,7,1901,851.75
01-12-2021,1092,1618,345,484,3539,1,12,2021,884.75,180,420,86,686,2,6,1902,228.6666667,1121,445,198,788,690,3242,15,8,1900,540.3333333,2258,752,443,3453,23,6,1901,863.25
02-12-2021,1090,1623,373,458,3544,2,12,2021,886,211,413,95,719,4,6,1902,239.6666667,1003,432,192,811,676,3114,26,8,1900,519,2238,765,439,3442,2,6,1901,860.5
03-12-2021,1102,1604,394,511,3611,3,12,2021,902.75,229,424,89,742,20,6,1902,247.3333333,990,467,168,800,680,3105,3,9,1900,517.5,2197,804,414,3415,31,5,1901,853.75
04-12-2021,1164,1584,342,442,3532,4,12,2021,883,197,403,95,695,1,6,1902,231.6666667,962,430,170,802,682,3046,18,8,1900,507.6666667,2224,756,401,3381,21,5,1901,845.25
05-12-2021,1158,1567,329,406,3460,5,12,2021,865,215,430,88,733,14,5,1902,244.3333333,980,450,158,785,699,3072,31,8,1900,512,2258,758,403,3419,26,5,1901,854.75
06-12-2021,1158,1582,350,420,3510,6,12,2021,877.5,180,438,96,714,26,5,1902,238,928,415,173,813,684,3013,25,8,1900,502.1666667,0,0,0,0,16,5,1901,0
07-12-2021,1121,1602,343,444,3510,7,12,2021,877.5,203,427,90,720,26,5,1902,240,916,444,165,844,712,3081,27,8,1900,513.5,2264,852,407,3523,27,5,1901,880.75
08-12-2021,1119,1570,329,409,3427,8,12,2021,856.75,157,420,91,668,5,5,1902,222.6666667,903,464,158,854,737,3116,9,8,1900,519.3333333,2395,857,538,3790,2,6,1901,947.5
09-12-2021,1135,1567,323,413,3438,9,12,2021,859.5,158,442,105,705,8,5,1902,235,936,431,159,862,737,3125,22,8,1900,520.8333333,2469,837,562,3868,3,6,1901,967
10-12-2021,1110,1565,323,406,3404,10,12,2021,851,156,451,90,697,30,4,1902,232.3333333,948,450,174,837,730,3139,19,8,1900,523.1666667,2435,776,495,3706,6,6,1901,926.5
11-12-2021,1139,1573,328,422,3462,11,12,2021,865.5,177,446,105,728,14,5,1902,242.6666667,1030,463,182,853,703,3231,29,8,1900,538.5,2407,810,520,3737,21,6,1901,934.25
12-12-2021,1151,1564,329,408,3452,12,12,2021,863,194,424,91,709,12,5,1902,236.3333333,1043,479,166,844,740,3272,23,8,1900,545.3333333,2240,755,429,3424,28,6,1901,856
13-12-2021,1120,1578,338,421,3457,13,12,2021,864.25,205,395,91,691,13,5,1902,230.3333333,1074,496,159,817,733,3279,17,8,1900,546.5,2262,877,510,3649,29,6,1901,912.25
14-12-2021,1139,1562,310,421,3432,14,12,2021,858,219,409,95,723,7,5,1902,241,1194,489,164,817,748,3412,28,8,1900,568.6666667,2301,796,489,3586,21,7,1901,896.5
15-12-2021,1145,1583,312,427,3467,15,12,2021,866.75,210,407,85,702,15,5,1902,234,1179,494,177,827,743,3420,21,8,1900,570,2257,801,495,3553,23,7,1901,888.25
16-12-2021,1134,1565,298,417,3414,16,12,2021,853.5,211,417,94,722,2,5,1902,240.6666667,1174,486,173,829,380,3042,27,8,1900,507,2271,810,527,3608,21,5,1901,902
17-12-2021,1139,1563,290,419,3411,17,12,2021,852.75,194,405,86,685,1,5,1902,228.3333333,1126,470,174,827,743,3340,15,8,1900,556.6666667,2364,774,438,3576,9,7,1901,894
18-12-2021,1166,1646,325,463,3600,18,12,2021,900,196,407,94,697,18,6,1902,232.3333333,945,453,174,804,727,3103,19,8,1900,517.1666667,2320,809,502,3631,31,5,1901,907.75
19-12-2021,1137,1575,334,433,3479,19,12,2021,869.75,206,391,85,682,18,5,1902,227.3333333,879,472,219,826,732,3128,14,8,1900,521.3333333,2448,1184,1036,4668,4,6,1901,1167
20-12-2021,1120,1566,322,484,3492,20,12,2021,873,181,506,84,771,22,5,1902,257,984,565,222,1156,1100,4027,13,9,1900,671.1666667,2396,839,522,3757,1,11,1901,939.25
21-12-2021,0,0,0,0,0,21,12,2021,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2386,946,530,3862,0,1,1900,965.5
22-12-2021,0,0,0,0,0,22,12,2021,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,1,1900,0
23-12-2021,0,0,0,0,0,23,12,2021,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,1,1900,0
24-12-2021,0,0,0,0,0,24,12,2021,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2575,890,553,4018,0,1,1900,1004.5
25-12-2021,0,0,0,0,0,25,12,2021,0,106,394,103,603,0,1,1900,201,0,0,0,0,0,0,19,7,1900,0,2605,881,474,3960,0,1,1900,990
26-12-2021,1142,1658,377,547,3724,26,12,2021,931,272,417,94,783,19,7,1902,261,964,453,155,737,675,2984,17,9,1900,497.3333333,2210,1215,796,4221,11,5,1901,1055.25
27-12-2021,1141,1571,323,457,3492,27,12,2021,873,195,414,111,720,22,5,1902,240,1183,414,173,782,705,3257,27,8,1900,542.8333333,0,0,0,0,25,6,1901,0
28-12-2021,1144,1592,334,495,3565,28,12,2021,891.25,175,428,117,720,9,6,1902,240,1192,422,187,779,695,3275,27,8,1900,545.8333333,2109,785,390,3284,28,6,1901,821
29-12-2021,1145,1572,317,473,3507,29,12,2021,876.75,167,419,109,695,25,5,1902,231.6666667,1197,404,195,777,706,3279,18,8,1900,546.5,2300,812,416,3528,29,6,1901,882
30-12-2021,1149,1635,325,509,3618,30,12,2021,904.5,180,409,108,697,22,6,1902,232.3333333,1192,427,191,761,740,3311,19,8,1900,551.8333333,2440,802,425,3667,4,7,1901,916.75
31-12-2021,1128,1591,322,431,3472,31,12,2021,868,207,404,101,712,17,5,1902,237.3333333,1206,440,199,764,714,3323,24,8,1900,553.8333333,2522,809,440,3771,6,7,1901,942.75
01-01-2022,1134,1592,320,428,3474,1,1,2022,868.5,151,413,113,677,17,5,1902,225.6666667,1207,426,205,774,713,3325,12,8,1900,554.1666667,2439,814,459,3712,7,7,1901,928
02-01-2022,1125,1611,319,429,3484,2,1,2022,871,175,411,98,684,20,5,1902,228,1191,418,192,776,702,3279,15,8,1900,546.5,2353,802,482,3637,29,6,1901,909.25
03-01-2022,1121,1613,324,428,3486,3,1,2022,871.5,183,415,102,700,20,5,1902,233.3333333,1196,438,187,813,751,3385,20,8,1900,564.1666667,2340,810,412,3562,17,7,1901,890.5
04-01-2022,1124,1569,311,422,3426,4,1,2022,856.5,156,417,100,673,5,5,1902,224.3333333,1227,406,192,832,797,3454,11,8,1900,575.6666667,2184,770,419,3373,28,7,1901,843.25
05-01-2022,1123,1567,313,417,3420,5,1,2022,855,140,411,106,657,4,5,1902,219,1276,416,204,823,773,3492,6,8,1900,582,2296,796,398,3490,4,8,1901,872.5
06-01-2022,1158,1581,310,420,3469,6,1,2022,867.25,168,406,97,671,16,5,1902,223.6666667,1263,415,179,840,790,3487,10,8,1900,581.1666667,2243,813,452,3508,3,8,1901,877
07-01-2022,1120,1616,380,453,3569,7,1,2022,892.25,190,403,92,685,10,6,1902,228.3333333,1256,461,206,846,710,3479,15,8,1900,579.8333333,2285,842,465,3592,1,8,1901,898
08-01-2022,1139,1612,327,418,3496,8,1,2022,874,157,418,99,674,23,5,1902,224.6666667,1188,407,194,849,686,3324,11,8,1900,554,2177,840,530,3547,7,7,1901,886.75
09-01-2022,1125,1608,335,431,3499,9,1,2022,874.75,168,409,97,674,23,5,1902,224.6666667,1160,429,188,843,651,3271,11,8,1900,545.1666667,2082,735,437,3254,28,6,1901,813.5
10-01-2022,1128,1566,339,427,3460,10,1,2022,865,175,407,98,680,14,5,1902,226.6666667,1185,410,212,882,662,3351,13,8,1900,558.5,2276,821,384,3481,11,7,1901,870.25
11-01-2022,1131,1606,343,429,3509,11,1,2022,877.25,173,426,92,691,26,5,1902,230.3333333,1012,413,193,865,648,3131,17,8,1900,521.8333333,2203,817,490,3510,4,6,1901,877.5
12-01-2022,1113,1568,340,419,3440,12,1,2022,860,162,447,95,704,9,5,1902,234.6666667,956,375,198,869,691,3089,21,8,1900,514.8333333,2381,806,554,3741,28,5,1901,935.25
13-01-2022,1138,1581,335,429,3483,13,1,2022,870.75,172,419,98,689,19,5,1902,229.6666667,1228,417,207,835,665,3352,16,8,1900,558.6666667,2290,817,451,3558,11,7,1901,889.5
14-01-2022,1159,1599,334,433,3525,14,1,2022,881.25,157,419,97,673,30,5,1902,224.3333333,1402,438,211,837,666,3554,11,8,1900,592.3333333,2447,794,431,3672,14,8,1901,918
15-01-2022,1145,1619,354,434,3552,15,1,2022,888,187,414,88,689,6,6,1902,229.6666667,1233,427,221,853,658,3392,16,8,1900,565.3333333,2252,798,430,3480,18,7,1901,870
16-01-2022,1127,1606,354,427,3514,16,1,2022,878.5,181,435,96,712,27,5,1902,237.3333333,1177,403,230,869,664,3343,24,8,1900,557.1666667,0,0,0,0,10,7,1901,0
17-01-2022,1141,1587,337,428,3493,17,1,2022,873.25,152,436,98,686,22,5,1902,228.6666667,1214,404,217,844,657,3336,15,8,1900,556,0,0,0,0,9,7,1901,0
18-01-2022,1148,1602,306,420,3476,18,1,2022,869,144,448,112,704,18,5,1902,234.6666667,1236,393,215,790,686,3320,21,8,1900,553.3333333,1930,598,501,3029,6,7,1901,757.25
19-01-2022,1129,1585,373,453,3540,19,1,2022,885,162,435,94,691,3,6,1902,230.3333333,1228,433,236,801,648,3346,17,8,1900,557.6666667,1907,843,742,3492,10,7,1901,873
20-01-2022,1125,1604,329,399,3457,20,1,2022,864.25,187,432,103,722,13,5,1902,240.6666667,1217,429,210,823,680,3359,27,8,1900,559.8333333,2454,863,530,3847,12,7,1901,961.75
21-01-2022,1145,1590,324,419,3478,21,1,2022,869.5,176,429,105,710,18,5,1902,236.6666667,1165,425,207,817,662,3276,23,8,1900,546,2301,808,414,3523,29,6,1901,880.75
22-01-2022,1093,1616,356,499,3564,22,1,2022,891,146,425,99,670,9,6,1902,223.3333333,1093,462,212,822,647,3236,10,8,1900,539.3333333,2288,800,440,3528,22,6,1901,882
23-01-2022,1117,1592,315,430,3454,23,1,2022,863.5,157,429,108,694,12,5,1902,231.3333333,1219,445,220,807,660,3351,18,8,1900,558.5,2445,807,562,3814,11,7,1901,953.5
24-01-2022,1080,1507,321,473,3381,24,1,2022,845.25,149,429,98,676,24,4,1902,225.3333333,1258,495,198,799,668,3418,12,8,1900,569.6666667,2503,802,538,3843,22,7,1901,960.75
25-01-2022,1025,1366,324,444,3159,25,1,2022,789.75,163,410,91,664,27,2,1902,221.3333333,1217,482,196,791,651,3337,8,8,1900,556.1666667,2187,755,466,3408,9,7,1901,852
26-01-2022,1008,1385,356,456,3205,26,1,2022,801.25,151,429,92,672,11,3,1902,224,1140,507,235,797,660,3339,11,8,1900,556.5,2433,789,540,3762,9,7,1901,940.5
27-01-2022,1023,1305,329,442,3099,27,1,2022,774.75,194,427,94,715,12,2,1902,238.3333333,1255,533,251,811,661,3511,25,8,1900,585.1666667,2402,814,568,3784,7,8,1901,946
28-01-2022,986,1224,309,421,2940,28,1,2022,735,198,434,96,728,4,1,1902,242.6666667,1245,518,271,790,672,3496,29,8,1900,582.6666667,2173,820,456,3449,4,8,1901,862.25
29-01-2022,1113,1440,343,510,3406,29,1,2022,851.5,188,429,96,713,30,4,1902,237.6666667,1142,462,256,807,687,3354,24,8,1900,559,2411,788,476,3675,12,7,1901,918.75
30-01-2022,1129,1481,325,468,3403,30,1,2022,850.75,173,417,101,691,29,4,1902,230.3333333,1255,455,220,784,698,3412,17,8,1900,568.6666667,2335,863,457,3655,21,7,1901,913.75
31-01-2022,1117,1560,299,428,3404,31,1,2022,851,157,428,97,682,30,4,1902,227.3333333,1233,434,229,792,701,3389,14,8,1900,564.8333333,2443,794,408,3645,17,7,1901,911.25
01-02-2022,1143,1588,314,428,3473,1,2,2022,868.25,166,433,97,696,17,5,1902,232,1280,445,215,792,727,3459,19,8,1900,576.5,2435,840,498,3773,29,7,1901,943.25
02-02-2022,1063,1398,304,410,3175,2,2,2022,793.75,168,410,95,673,3,3,1902,224.3333333,1344,495,217,783,721,3560,11,8,1900,593.3333333,2263,890,550,3703,15,8,1901,925.75
03-02-2022,1061,1341,310,426,3138,3,2,2022,784.5,166,398,91,655,22,2,1902,218.3333333,1329,466,208,782,702,3487,5,8,1900,581.1666667,2124,828,382,3334,3,8,1901,833.5
04-02-2022,1114,1333,303,405,3155,4,2,2022,788.75,155,427,93,675,26,2,1902,225,1343,485,212,797,691,3528,12,8,1900,588,2241,825,456,3522,10,8,1901,880.5
05-02-2022,1107,1436,342,437,3322,5,2,2022,830.5,157,427,83,667,9,4,1902,222.3333333,1256,467,203,810,671,3407,9,8,1900,567.8333333,2573,795,442,3810,20,7,1901,952.5
06-02-2022,0,0,0,0,0,6,2,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2227,831,452,3510,0,1,1900,877.5
07-02-2022,0,0,0,0,0,7,2,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2103,983,665,3751,0,1,1900,937.75
